A	Coef.DKOvsDFC	Coef.S3KOvsS3FL	Coef.DKOvsS3KO	Coef.DFCvsS3FL	t.DKOvsDFC	t.S3KOvsS3FL	t.DKOvsS3KO	t.DFCvsS3FL	p.value.DKOvsDFC	p.value.S3KOvsS3FL	p.value.DKOvsS3KO	p.value.DFCvsS3FL	F	F.p.value	Res.DKOvsDFC	Res.S3KOvsS3FL	Res.DKOvsS3KO	Res.DFCvsS3FL
151	13.3636761391689	0.0770537795982396	-0.141704246573408	0.100311666024622	-0.118446360147026	1.37812583590755	-2.53441536909486	2.00586351126763	-1.93386442648941	0.204869527313625	0.0345524913332958	0.0791872455527471	0.0885734242129476	2.81060759605179	0.106661607226944	0	0	0	0
152	6.85119025778124	0.244083739919361	0.00494668854687763	0.0276379506765405	-0.211499100695943	3.45744560367256	0.0700698316683848	0.437700810610265	-2.73485565312269	0.0083783530057737	0.94582954749387	0.672988949898542	0.0252504333740106	4.63090000543677	0.0361109856399001	0	0	0	0
154	11.8375947530657	-0.253546244113117	-0.0967333062646585	0.341553866533143	0.498366804381602	-0.912107143379643	-0.347988352007937	1.3737347619269	1.6366173814596	0.387935655651788	0.736679968552785	0.206176233489844	0.139709817549503	1.78652799272335	0.226280887005916	0	0	0	0
155	14.7479291715397	-0.0167648568229648	-0.0567070152979277	-0.0243220430639628	-0.0642642015389256	-0.265253296263049	-0.897217488216783	-0.430245166802596	-0.928195446769306	0.797410480663397	0.395372148077741	0.678185513349928	0.380015353175999	0.574108951114948	0.647629492532278	0	0	0	0
156	14.5335533915154	-0.081625805126551	-0.0244264377511669	-0.0711078399197405	-0.0139084725443563	-1.68177373754239	-0.503269051348863	-1.63799503423796	-0.261594677108986	0.130479597003378	0.628113276531268	0.139419570785354	0.800133801577487	1.71288850064093	0.240035892890797	0	0	0	0
159	12.7468993127831	-0.00589408899053012	-0.000755524121030859	-0.122898499715092	-0.117759934845592	-0.106848257433977	-0.0136961684683054	-2.49087734602733	-1.94875700253293	0.917496771908457	0.989402240268708	0.0369966248961811	0.0865481746448257	3.33646309572712	0.0757662085613858	0	0	0	0
161	11.9749907105887	-0.302399302570432	-0.00683148570916536	0.273533395018449	0.569101211879715	-1.22157709843269	-0.0275965798189728	1.23539391912683	2.09864501651005	0.256074896970024	0.978648735846026	0.251160497102906	0.0685018802344629	2.23690882665214	0.160094331581662	0	0	0	0
163	8.98625766945479	-0.16443778037382	0.179481476303016	0.110787310287661	0.454706566964497	-2.02406829149972	2.20924147887811	1.52464446197612	5.10933241390548	0.0769704717439859	0.0575957955344951	0.165224505922952	0.000872022668029859	9.48232100196054	0.00495836124822263	0	0	0	0
164	13.0034069427363	-0.0840026800478384	0.027536041362163	-0.0276387718683448	0.0838999495416566	-1.16474532031734	0.38180300078973	-0.428461278920018	1.06196183360536	0.27713019324848	0.712385185205856	0.679431605442956	0.318751707992713	0.539280447140628	0.668373209297292	0	0	0	0
167	13.8848280510645	0.0334115153257013	0.049882374311764	-0.0195207826944053	-0.00304992370834256	0.561417039528636	0.83817853329231	-0.366725956800501	-0.0467829678930756	0.58963639803681	0.425864182509966	0.723176609122018	0.963814035630557	0.372036819068707	0.775528125215404	0	0	0	0
172	13.7757683221582	-0.0189822675190481	-0.110598458645709	-0.0335920809668746	-0.125208272093536	-0.241465846634088	-1.40687883713118	-0.477748725648563	-1.45395184054265	0.815167792070412	0.196489393640571	0.645399189840925	0.183415484551433	1.23357996590827	0.358512529607132	0	0	0	0
174	15.2860579454153	-0.157616291880981	0.0187731338131325	-0.15689801081445	0.0194914148796634	-2.49329286901786	0.296967528589914	-2.774882723467	0.281465345618967	0.0368565490019027	0.773930869928931	0.0237238540816926	0.785378806908159	3.39703979009433	0.0729617896588908	0	0	0	0
176	13.0701986313215	0.046781738352955	0.0410329547753303	-0.0118468827368812	-0.0175956663145058	0.922758220196959	0.809364885764542	-0.261258640927326	-0.316830265620589	0.382678770232573	0.441327391169454	0.800384078822424	0.759348489449161	0.556254240591755	0.658191033110403	0	0	0	0
