A	Coef.DKOvsDFC	Coef.TACMIvsSham	Coef.DKOvsTACMI	Coef.DFCvsSham	t.DKOvsDFC	t.TACMIvsSham	t.DKOvsTACMI	t.DFCvsSham	p.value.DKOvsDFC	p.value.TACMIvsSham	p.value.DKOvsTACMI	p.value.DFCvsSham	F	F.p.value	Res.DKOvsDFC	Res.TACMIvsSham	Res.DKOvsTACMI	Res.DFCvsSham
83	12.9695994109344	-0.0335780858751082	0.32314525706396	-0.527177658328513	-0.170454315389446	-0.537652804651536	5.78493885093686	-9.43752213700885	-2.72931700380308	0.603283192984188	0.000222027039072778	4.16664741061541e-06	0.0223339541567907	35.3412689111768	1.90408342168818e-05	0	1	-1	0
84	13.4688935102081	0.0141130033752823	-0.240642035311623	0.305857368538929	0.0511023298520232	0.221416273219942	-4.22101202959886	5.36492982313931	0.801734905591265	0.829493144529438	0.00201909088739459	0.000388165954402807	0.442457633158523	11.9896079512486	0.00145801820048929	0	-1	1	0
85	12.6336776542283	-0.0671680617809578	0.0644681662775284	-0.178143259394792	-0.0465070313363061	-1.20432976272191	1.29235827143793	-3.57114104639924	-0.833875513585727	0.257844621605903	0.227029225735049	0.00558895373159328	0.424987766713759	4.49156868094521	0.032671281749388	0	0	-1	0
86	14.0693265905535	-0.000843303950608387	0.368558124602181	-0.363865799883961	0.00553562866882906	-0.00986441408414433	4.82001240094335	-4.75864606054456	0.0647521375489776	0.992335200404865	0.000831665316257215	0.000908617840026445	0.949724562537867	11.0747550741211	0.00194287961471447	0	1	-1	0
87	8.72168812572973	0.0575086541000598	0.00741391769149047	-0.195947827699968	-0.246042564108537	0.333708330117594	0.0480990624062785	-1.27124513450333	-1.42772343556594	0.745907506405291	0.962641560751824	0.23412862671016	0.185667142048248	1.21972754618617	0.355467387662101	0	0	0	0
88	13.4194656626807	-0.00884978511145107	0.120411518703055	-0.301638671987511	-0.172377368173006	-0.160107883965478	2.43558355433954	-6.10129493223446	-3.11860404678151	0.876176485742367	0.0365026533041389	0.00014810756059645	0.0116899115078564	16.0188634194252	0.000489774059625134	0	0	-1	0
89	2.95937879729275	-1.59836969671008	0.0144975624264125	-0.848017247632343	0.764850011504149	-3.26470017398257	0.0331067126327812	-1.93653681213727	1.56222053681807	0.00919227081927021	0.97428031685653	0.0833332734806424	0.15116536678196	3.68134408849034	0.0536929654205215	0	0	0	0
90	13.853811296892	-0.0922783229790074	-0.367305634190433	0.200305298745832	-0.0747220124655943	-1.28835849100676	-5.73349749943988	3.12668748470207	-1.04324326794563	0.228360298829904	0.000237438287972711	0.0115349489413231	0.322864652473453	11.9346387034453	0.00148267157461402	0	-1	1	0
91	13.5097542863495	-0.0934477932697	0.156583284041456	-0.272003202496686	-0.0219721251855294	-1.69371808443805	3.17301758042263	-5.51189706319313	-0.398239321423704	0.12305435562094	0.0106866498421887	0.000318354322083249	0.699328172466889	10.3945490593928	0.00243390522160197	0	1	-1	0
92	12.9126408474359	0.0896178540590853	-0.208060845323223	0.359067407557854	0.0613887081755458	1.24230522860894	-3.22462441510429	5.56499483254779	0.850985709764351	0.244156349815957	0.00981701215464483	0.000296568211387303	0.415881455813439	10.9746506404442	0.00200705304210337	0	-1	1	0
93	11.4163395186493	-0.0020189485360671	-0.0232686611034527	0.610722602708975	0.58947289014159	-0.0222437719253868	-0.286622041889055	7.52284622815149	6.49451944428975	0.98271751769719	0.780605401635728	2.80315834528551e-05	9.11922253049539e-05	33.121159836096	2.51358833548043e-05	0	0	1	1
94	12.6483747910254	-0.0749383590537338	-0.037658357287933	0.0751585170602809	0.112438518826082	-0.889905880400044	-0.499984194458418	0.997868024931482	1.33522671633435	0.395671406368844	0.628555863289214	0.343281092822868	0.213164560459144	1.14305176474167	0.381087758859018	0	0	0	0
